
ko:K00002	md:M00014
ko:K00002	md:M00129
ko:K00008	md:M00014
ko:K00012	md:M00014
ko:K00012	md:M00129
ko:K00012	md:M00761
ko:K00012	md:M00997
ko:K00012	md:M00999
ko:K00013	md:M00026
ko:K00021	md:M00095
ko:K00021	md:M00849
ko:K00025	md:M00009
ko:K00025	md:M00011
ko:K00025	md:M00012
ko:K00025	md:M00168
ko:K00025	md:M00171
ko:K00026	md:M00009
ko:K00026	md:M00011
ko:K00026	md:M00012
ko:K00026	md:M00168
ko:K00026	md:M00171
ko:K00028	md:M00171
ko:K00029	md:M00169
ko:K00029	md:M00172
ko:K00030	md:M00009
ko:K00030	md:M00010
ko:K00031	md:M00009
ko:K00031	md:M00010
ko:K00031	md:M00173
ko:K00031	md:M00740
ko:K00033	md:M00004
ko:K00033	md:M00006
ko:K00036	md:M00004
ko:K00036	md:M00006
ko:K00036	md:M00008
ko:K00051	md:M00172
ko:K00052	md:M00432
ko:K00052	md:M00535
ko:K00053	md:M00019
ko:K00053	md:M00570
ko:K00058	md:M00020
ko:K00059	md:M00083
ko:K00059	md:M00572
ko:K00059	md:M00874
ko:K00074	md:M00878
ko:K00083	md:M00039
ko:K00088	md:M00050
ko:K00099	md:M00096
ko:K00106	md:M00546
ko:K00106	md:M00958
ko:K00106	md:M00959
ko:K00108	md:M00555
ko:K00128	md:M00135
ko:K00128	md:M00913
ko:K00130	md:M00555
ko:K00131	md:M00308
ko:K00133	md:M00016
ko:K00133	md:M00017
ko:K00133	md:M00018
ko:K00133	md:M00033
ko:K00133	md:M00525
ko:K00133	md:M00526
ko:K00133	md:M00527
ko:K00134	md:M00001
ko:K00134	md:M00002
ko:K00134	md:M00003
ko:K00134	md:M00165
ko:K00134	md:M00308
ko:K00134	md:M00552
ko:K00140	md:M00013
ko:K00140	md:M00991
ko:K00140	md:M00992
ko:K00145	md:M00028
ko:K00145	md:M00845
ko:K00161	md:M00307
ko:K00162	md:M00307
ko:K00164	md:M00009
ko:K00164	md:M00011
ko:K00166	md:M00036
ko:K00207	md:M00046
ko:K00208	md:M00083
ko:K00208	md:M00572
ko:K00213	md:M00101
ko:K00213	md:M00917
ko:K00215	md:M00016
ko:K00215	md:M00525
ko:K00215	md:M00526
ko:K00215	md:M00527
ko:K00222	md:M00101
ko:K00222	md:M00102
ko:K00222	md:M00917
ko:K00225	md:M00114
ko:K00227	md:M00101
ko:K00227	md:M00102
ko:K00227	md:M00917
ko:K00228	md:M00121
ko:K00228	md:M00868
ko:K00231	md:M00121
ko:K00231	md:M00868
ko:K00231	md:M00926
ko:K00232	md:M00013
ko:K00232	md:M00087
ko:K00232	md:M00113
ko:K00232	md:M00861
ko:K00234	md:M00009
ko:K00234	md:M00011
ko:K00234	md:M00148
ko:K00235	md:M00009
ko:K00235	md:M00011
ko:K00235	md:M00148
ko:K00236	md:M00009
ko:K00236	md:M00011
ko:K00236	md:M00148
ko:K00249	md:M00036
ko:K00249	md:M00087
ko:K00253	md:M00036
ko:K00254	md:M00051
ko:K00261	md:M00740
ko:K00275	md:M00124
ko:K00278	md:M00115
ko:K00281	md:M00532
ko:K00281	md:M00621
ko:K00286	md:M00015
ko:K00286	md:M00972
ko:K00288	md:M00141
ko:K00293	md:M00030
ko:K00294	md:M00970
ko:K00297	md:M00377
ko:K00306	md:M00974
ko:K00318	md:M00970
ko:K00318	md:M00972
ko:K00365	md:M00546
ko:K00366	md:M00531
ko:K00382	md:M00009
ko:K00382	md:M00011
ko:K00382	md:M00032
ko:K00382	md:M00036
ko:K00382	md:M00307
ko:K00382	md:M00532
ko:K00382	md:M00621
ko:K00392	md:M00176
ko:K00392	md:M00987
ko:K00411	md:M00151
ko:K00411	md:M00152
ko:K00412	md:M00151
ko:K00412	md:M00152
ko:K00413	md:M00151
ko:K00413	md:M00152
ko:K00416	md:M00152
ko:K00417	md:M00152
ko:K00419	md:M00152
ko:K00454	md:M00113
ko:K00457	md:M00044
ko:K00469	md:M00994
ko:K00475	md:M00138
ko:K00487	md:M00039
ko:K00487	md:M00137
ko:K00499	md:M00555
ko:K00511	md:M00101
ko:K00511	md:M00102
ko:K00512	md:M00109
ko:K00512	md:M00110
ko:K00512	md:M00976
ko:K00512	md:M00977
ko:K00514	md:M00097
ko:K00549	md:M00017
ko:K00550	md:M00091
ko:K00558	md:M00035
ko:K00559	md:M00102
ko:K00559	md:M00917
ko:K00588	md:M00039
ko:K00591	md:M00128
ko:K00600	md:M00140
ko:K00600	md:M00141
ko:K00600	md:M00346
ko:K00600	md:M00532
ko:K00600	md:M00975
ko:K00601	md:M00048
ko:K00602	md:M00048
ko:K00605	md:M00532
ko:K00605	md:M00621
ko:K00606	md:M00119
ko:K00606	md:M00913
ko:K00606	md:M00914
ko:K00611	md:M00029
ko:K00611	md:M00844
ko:K00611	md:M00978
ko:K00615	md:M00004
ko:K00615	md:M00007
ko:K00615	md:M00165
ko:K00616	md:M00004
ko:K00616	md:M00007
ko:K00620	md:M00028
ko:K00621	md:M00892
ko:K00626	md:M00088
ko:K00626	md:M00095
ko:K00626	md:M00373
ko:K00626	md:M00374
ko:K00626	md:M00375
ko:K00626	md:M00849
ko:K00626	md:M00957
ko:K00627	md:M00307
ko:K00630	md:M00089
ko:K00640	md:M00021
ko:K00645	md:M00082
ko:K00645	md:M00873
ko:K00645	md:M00874
ko:K00645	md:M00885
ko:K00645	md:M00886
ko:K00648	md:M00082
ko:K00652	md:M00123
ko:K00652	md:M00573
ko:K00652	md:M00577
ko:K00652	md:M00950
ko:K00654	md:M00094
ko:K00654	md:M00099
ko:K00655	md:M00089
ko:K00658	md:M00009
ko:K00658	md:M00011
ko:K00658	md:M00032
ko:K00660	md:M00137
ko:K00660	md:M00940
ko:K00677	md:M00060
ko:K00677	md:M00866
ko:K00688	md:M00855
ko:K00699	md:M00014
ko:K00699	md:M00129
ko:K00700	md:M00565
ko:K00700	md:M00854
ko:K00703	md:M00565
ko:K00703	md:M00854
ko:K00705	md:M00855
ko:K00717	md:M00075
ko:K00729	md:M00055
ko:K00734	md:M00057
ko:K00736	md:M00075
ko:K00737	md:M00075
ko:K00748	md:M00060
ko:K00748	md:M00866
ko:K00750	md:M00854
ko:K00764	md:M00048
ko:K00766	md:M00023
ko:K00767	md:M00115
ko:K00767	md:M00912
ko:K00771	md:M00057
ko:K00787	md:M00366
ko:K00787	md:M00367
ko:K00789	md:M00034
ko:K00789	md:M00035
ko:K00789	md:M00368
ko:K00789	md:M00609
ko:K00789	md:M00953
ko:K00793	md:M00125
ko:K00793	md:M00911
ko:K00794	md:M00125
ko:K00794	md:M00911
ko:K00797	md:M00034
ko:K00797	md:M00133
ko:K00800	md:M00022
ko:K00801	md:M00101
ko:K00801	md:M00102
ko:K00814	md:M00171
ko:K00815	md:M00034
ko:K00815	md:M00044
ko:K00817	md:M00026
ko:K00818	md:M00028
ko:K00819	md:M00972
ko:K00820	md:M00892
ko:K00820	md:M00909
ko:K00820	md:M00995
ko:K00820	md:M01002
ko:K00826	md:M00019
ko:K00826	md:M00036
ko:K00826	md:M00119
ko:K00826	md:M00570
ko:K00827	md:M00532
ko:K00830	md:M00346
ko:K00830	md:M00532
ko:K00831	md:M00020
ko:K00831	md:M00124
ko:K00844	md:M00001
ko:K00844	md:M00549
ko:K00844	md:M01015
ko:K00850	md:M00001
ko:K00850	md:M00345
ko:K00854	md:M00014
ko:K00855	md:M00165
ko:K00859	md:M00120
ko:K00860	md:M00176
ko:K00863	md:M00344
ko:K00869	md:M00095
ko:K00869	md:M00849
ko:K00872	md:M00018
ko:K00873	md:M00001
ko:K00873	md:M00002
ko:K00878	md:M00899
ko:K00888	md:M00130
ko:K00889	md:M00130
ko:K00891	md:M00022
ko:K00894	md:M00092
ko:K00899	md:M00034
ko:K00912	md:M00060
ko:K00912	md:M00866
ko:K00913	md:M00132
ko:K00915	md:M00132
ko:K00919	md:M00096
ko:K00927	md:M00001
ko:K00927	md:M00002
ko:K00927	md:M00003
ko:K00927	md:M00165
ko:K00927	md:M00308
ko:K00927	md:M00552
ko:K00928	md:M00016
ko:K00928	md:M00017
ko:K00928	md:M00018
ko:K00928	md:M00033
ko:K00928	md:M00525
ko:K00928	md:M00526
ko:K00928	md:M00527
ko:K00930	md:M00028
ko:K00938	md:M00095
ko:K00939	md:M00049
ko:K00940	md:M00049
ko:K00940	md:M00050
ko:K00940	md:M00052
ko:K00940	md:M00053
ko:K00940	md:M00938
ko:K00942	md:M00050
ko:K00943	md:M00938
ko:K00948	md:M00005
ko:K00949	md:M00897
ko:K00949	md:M00898
ko:K00953	md:M00911
ko:K00958	md:M00176
ko:K00958	md:M00596
ko:K00963	md:M00129
ko:K00963	md:M00549
ko:K00963	md:M00854
ko:K00965	md:M00554
ko:K00965	md:M00632
ko:K00966	md:M00114
ko:K00966	md:M01000
ko:K00966	md:M01006
ko:K00966	md:M01015
ko:K00967	md:M00092
ko:K00968	md:M00090
ko:K00972	md:M00892
ko:K00972	md:M00909
ko:K00972	md:M01003
ko:K00975	md:M00565
ko:K00975	md:M00854
ko:K00976	md:M01001
ko:K00979	md:M00063
ko:K00981	md:M00093
ko:K00991	md:M00096
ko:K00993	md:M00092
ko:K01001	md:M00055
ko:K01006	md:M00169
ko:K01006	md:M00171
ko:K01006	md:M00172
ko:K01006	md:M00173
ko:K01012	md:M00123
ko:K01012	md:M00573
ko:K01012	md:M00577
ko:K01012	md:M00950
ko:K01051	md:M00081
ko:K01054	md:M00098
ko:K01057	md:M00004
ko:K01057	md:M00006
ko:K01057	md:M00008
ko:K01079	md:M00020
ko:K01081	md:M00958
ko:K01081	md:M00959
ko:K01092	md:M00131
ko:K01100	md:M00165
ko:K01106	md:M00131
ko:K01113	md:M00126
ko:K01184	md:M00081
ko:K01205	md:M00078
ko:K01213	md:M00081
ko:K01214	md:M00565
ko:K01228	md:M00073
ko:K01230	md:M00073
ko:K01230	md:M00074
ko:K01231	md:M00075
ko:K01244	md:M00034
ko:K01251	md:M00035
ko:K01431	md:M00046
ko:K01438	md:M00028
ko:K01438	md:M00845
ko:K01464	md:M00046
ko:K01465	md:M00051
ko:K01466	md:M00546
ko:K01476	md:M00029
ko:K01476	md:M00134
ko:K01488	md:M00958
ko:K01490	md:M00958
ko:K01495	md:M00126
ko:K01495	md:M00841
ko:K01495	md:M00842
ko:K01495	md:M00843
ko:K01495	md:M00988
ko:K01520	md:M00938
ko:K01555	md:M00044
ko:K01580	md:M00027
ko:K01581	md:M00134
ko:K01593	md:M00037
ko:K01593	md:M00042
ko:K01593	md:M00936
ko:K01593	md:M00981
ko:K01595	md:M00168
ko:K01595	md:M00170
ko:K01595	md:M00171
ko:K01595	md:M00172
ko:K01595	md:M00173
ko:K01595	md:M00346
ko:K01595	md:M00374
ko:K01597	md:M00095
ko:K01598	md:M00120
ko:K01599	md:M00121
ko:K01599	md:M00868
ko:K01599	md:M00926
ko:K01601	md:M00165
ko:K01601	md:M00532
ko:K01601	md:M00968
ko:K01602	md:M00165
ko:K01602	md:M00532
ko:K01609	md:M00023
ko:K01610	md:M00003
ko:K01610	md:M00170
ko:K01611	md:M00034
ko:K01611	md:M00133
ko:K01613	md:M00093
ko:K01623	md:M00001
ko:K01623	md:M00003
ko:K01623	md:M00165
ko:K01626	md:M00022
ko:K01627	md:M00063
ko:K01633	md:M00126
ko:K01633	md:M00840
ko:K01634	md:M00100
ko:K01637	md:M00012
ko:K01637	md:M00982
ko:K01638	md:M00012
ko:K01640	md:M00036
ko:K01640	md:M00088
ko:K01641	md:M00088
ko:K01641	md:M00095
ko:K01641	md:M00849
ko:K01647	md:M00009
ko:K01647	md:M00010
ko:K01647	md:M00012
ko:K01647	md:M00740
ko:K01649	md:M00432
ko:K01652	md:M00019
ko:K01652	md:M00570
ko:K01653	md:M00019
ko:K01653	md:M00570
ko:K01657	md:M00023
ko:K01658	md:M00023
ko:K01661	md:M00116
ko:K01661	md:M00932
ko:K01662	md:M00096
ko:K01663	md:M00026
ko:K01679	md:M00009
ko:K01679	md:M00011
ko:K01679	md:M00173
ko:K01679	md:M00376
ko:K01679	md:M00982
ko:K01681	md:M00009
ko:K01681	md:M00010
ko:K01681	md:M00012
ko:K01687	md:M00019
ko:K01687	md:M00570
ko:K01689	md:M00001
ko:K01689	md:M00002
ko:K01689	md:M00003
ko:K01689	md:M00346
ko:K01693	md:M00026
ko:K01695	md:M00023
ko:K01696	md:M00023
ko:K01698	md:M00121
ko:K01698	md:M00846
ko:K01698	md:M00868
ko:K01698	md:M00926
ko:K01702	md:M00432
ko:K01704	md:M00432
ko:K01704	md:M00535
ko:K01710	md:M00793
ko:K01710	md:M01022
ko:K01710	md:M01023
ko:K01710	md:M01024
ko:K01710	md:M01025
ko:K01710	md:M01026
ko:K01710	md:M01027
ko:K01711	md:M01006
ko:K01711	md:M01016
ko:K01711	md:M01017
ko:K01711	md:M01018
ko:K01711	md:M01019
ko:K01711	md:M01020
ko:K01711	md:M01034
ko:K01714	md:M00016
ko:K01714	md:M00525
ko:K01714	md:M00526
ko:K01714	md:M00527
ko:K01719	md:M00121
ko:K01719	md:M00846
ko:K01719	md:M00868
ko:K01719	md:M00926
ko:K01723	md:M00113
ko:K01733	md:M00018
ko:K01735	md:M00022
ko:K01736	md:M00022
ko:K01738	md:M00021
ko:K01739	md:M00017
ko:K01749	md:M00121
ko:K01749	md:M00846
ko:K01749	md:M00868
ko:K01749	md:M00926
ko:K01754	md:M00570
ko:K01754	md:M00975
ko:K01755	md:M00029
ko:K01755	md:M00844
ko:K01755	md:M00845
ko:K01755	md:M00978
ko:K01756	md:M00048
ko:K01756	md:M00049
ko:K01757	md:M00981
ko:K01760	md:M00017
ko:K01762	md:M00368
ko:K01765	md:M00132
ko:K01770	md:M00096
ko:K01772	md:M00121
ko:K01772	md:M00868
ko:K01772	md:M00926
ko:K01778	md:M00016
ko:K01778	md:M00525
ko:K01778	md:M00527
ko:K01783	md:M00004
ko:K01783	md:M00007
ko:K01783	md:M00165
ko:K01784	md:M00632
ko:K01784	md:M01004
ko:K01785	md:M00632
ko:K01800	md:M00044
ko:K01803	md:M00001
ko:K01803	md:M00002
ko:K01803	md:M00003
ko:K01803	md:M00165
ko:K01807	md:M00004
ko:K01807	md:M00007
ko:K01807	md:M00165
ko:K01807	md:M00580
ko:K01809	md:M00114
ko:K01809	md:M01000
ko:K01809	md:M01006
ko:K01810	md:M00001
ko:K01810	md:M00004
ko:K01814	md:M00026
ko:K01817	md:M00023
ko:K01823	md:M00095
ko:K01823	md:M00096
ko:K01823	md:M00364
ko:K01823	md:M00365
ko:K01823	md:M00366
ko:K01823	md:M00367
ko:K01823	md:M00849
ko:K01824	md:M00101
ko:K01824	md:M00917
ko:K01834	md:M00001
ko:K01834	md:M00002
ko:K01834	md:M00003
ko:K01835	md:M00549
ko:K01835	md:M00855
ko:K01836	md:M00892
ko:K01836	md:M01003
ko:K01845	md:M00121
ko:K01845	md:M00846
ko:K01845	md:M00926
ko:K01850	md:M00024
ko:K01850	md:M00025
ko:K01850	md:M00040
ko:K01850	md:M00910
ko:K01852	md:M00101
ko:K01852	md:M00102
ko:K01853	md:M00917
ko:K01859	md:M00137
ko:K01859	md:M00940
ko:K01885	md:M00121
ko:K01895	md:M00357
ko:K01897	md:M00086
ko:K01899	md:M00009
ko:K01899	md:M00011
ko:K01900	md:M00009
ko:K01900	md:M00011
ko:K01904	md:M00039
ko:K01904	md:M00137
ko:K01915	md:M00978
ko:K01918	md:M00119
ko:K01918	md:M00913
ko:K01919	md:M00118
ko:K01922	md:M00120
ko:K01923	md:M00048
ko:K01933	md:M00048
ko:K01937	md:M00052
ko:K01938	md:M00140
ko:K01938	md:M00377
ko:K01939	md:M00049
ko:K01940	md:M00029
ko:K01940	md:M00844
ko:K01940	md:M00845
ko:K01940	md:M00978
ko:K01950	md:M00115
ko:K01950	md:M00912
ko:K01951	md:M00050
ko:K01952	md:M00048
ko:K01955	md:M00051
ko:K01955	md:M00978
ko:K01956	md:M00051
ko:K01956	md:M00978
ko:K01962	md:M00082
ko:K01962	md:M00376
ko:K01963	md:M00082
ko:K01963	md:M00376
ko:K01965	md:M00373
ko:K01965	md:M00741
ko:K01966	md:M00373
ko:K01966	md:M00741
ko:K01988	md:M00068
ko:K02108	md:M00157
ko:K02109	md:M00157
ko:K02110	md:M00157
ko:K02111	md:M00157
ko:K02112	md:M00157
ko:K02113	md:M00157
ko:K02114	md:M00157
ko:K02115	md:M00157
ko:K02128	md:M00158
ko:K02132	md:M00158
ko:K02133	md:M00158
ko:K02134	md:M00158
ko:K02135	md:M00158
ko:K02136	md:M00158
ko:K02137	md:M00158
ko:K02138	md:M00158
ko:K02140	md:M00158
ko:K02144	md:M00160
ko:K02145	md:M00160
ko:K02146	md:M00160
ko:K02147	md:M00160
ko:K02148	md:M00160
ko:K02149	md:M00160
ko:K02150	md:M00160
ko:K02151	md:M00160
ko:K02152	md:M00160
ko:K02153	md:M00160
ko:K02154	md:M00160
ko:K02155	md:M00160
ko:K02160	md:M00082
ko:K02160	md:M00376
ko:K02201	md:M00120
ko:K02201	md:M00914
ko:K02256	md:M00154
ko:K02257	md:M00154
ko:K02259	md:M00154
ko:K02260	md:M00154
ko:K02261	md:M00154
ko:K02262	md:M00154
ko:K02265	md:M00154
ko:K02266	md:M00154
ko:K02267	md:M00154
ko:K02291	md:M00097
ko:K02293	md:M00097
ko:K02303	md:M00846
ko:K02303	md:M00924
ko:K02303	md:M00925
ko:K02366	md:M00059
ko:K02370	md:M00059
ko:K02372	md:M00083
ko:K02372	md:M00572
ko:K02377	md:M01016
ko:K02437	md:M00532
ko:K02492	md:M00121
ko:K02492	md:M00846
ko:K02492	md:M00926
ko:K02527	md:M00060
ko:K02527	md:M00866
ko:K02535	md:M00060
ko:K02535	md:M00866
ko:K02548	md:M00116
ko:K02552	md:M00116
ko:K02552	md:M00932
ko:K02575	md:M00615
ko:K02634	md:M00162
ko:K02635	md:M00162
ko:K02636	md:M00162
ko:K02689	md:M00163
ko:K02690	md:M00163
ko:K02692	md:M00163
ko:K02693	md:M00163
ko:K02694	md:M00163
ko:K02703	md:M00161
ko:K02704	md:M00161
ko:K02705	md:M00161
ko:K02706	md:M00161
ko:K02707	md:M00161
ko:K03146	md:M00897
ko:K03146	md:M00898
ko:K03147	md:M00127
ko:K03147	md:M00895
ko:K03147	md:M00896
ko:K03147	md:M00897
ko:K03183	md:M00116
ko:K03183	md:M00117
ko:K03183	md:M00989
ko:K03434	md:M00065
ko:K03517	md:M00115
ko:K03526	md:M00096
ko:K03527	md:M00096
ko:K03635	md:M00880
ko:K03637	md:M00880
ko:K03639	md:M00880
ko:K03644	md:M00881
ko:K03644	md:M00882
ko:K03644	md:M00883
ko:K03644	md:M00884
ko:K03661	md:M00160
ko:K03781	md:M00532
ko:K03787	md:M00958
ko:K03787	md:M00959
ko:K03794	md:M00846
ko:K03801	md:M00881
ko:K03841	md:M00003
ko:K03841	md:M00165
ko:K03841	md:M00344
ko:K03842	md:M00055
ko:K03843	md:M00055
ko:K03844	md:M00055
ko:K03845	md:M00055
ko:K03846	md:M00055
ko:K03847	md:M00055
ko:K03848	md:M00055
ko:K03849	md:M00055
ko:K03850	md:M00055
ko:K03858	md:M00065
ko:K03859	md:M00065
ko:K03860	md:M00065
ko:K03861	md:M00065
ko:K03878	md:M00142
ko:K03879	md:M00142
ko:K03880	md:M00142
ko:K03881	md:M00142
ko:K03883	md:M00142
ko:K03884	md:M00142
ko:K03934	md:M00143
ko:K03935	md:M00143
ko:K03936	md:M00143
ko:K03937	md:M00143
ko:K03939	md:M00143
ko:K03940	md:M00143
ko:K03941	md:M00143
ko:K03942	md:M00143
ko:K03943	md:M00143
ko:K03945	md:M00146
ko:K03946	md:M00146
ko:K03949	md:M00146
ko:K03950	md:M00146
ko:K03952	md:M00146
ko:K03953	md:M00146
ko:K03955	md:M00146
ko:K03955	md:M00873
ko:K03955	md:M00874
ko:K03963	md:M00147
ko:K03965	md:M00147
ko:K03966	md:M00147
ko:K04120	md:M00927
ko:K04121	md:M00927
ko:K04122	md:M00927
ko:K04123	md:M00927
ko:K04124	md:M00928
ko:K04708	md:M00094
ko:K04708	md:M00099
ko:K04710	md:M00094
ko:K04710	md:M00099
ko:K04712	md:M00094
ko:K04712	md:M00099
ko:K04718	md:M00100
ko:K05277	md:M00138
ko:K05282	md:M00928
ko:K05283	md:M00065
ko:K05284	md:M00065
ko:K05285	md:M00065
ko:K05286	md:M00065
ko:K05287	md:M00065
ko:K05288	md:M00065
ko:K05298	md:M00165
ko:K05310	md:M00065
ko:K05359	md:M00024
ko:K05359	md:M00910
ko:K05546	md:M00073
ko:K05546	md:M00074
ko:K05572	md:M00145
ko:K05573	md:M00145
ko:K05574	md:M00145
ko:K05577	md:M00145
ko:K05579	md:M00145
ko:K05582	md:M00145
ko:K05605	md:M00013
ko:K05607	md:M00036
ko:K05857	md:M00130
ko:K05894	md:M00113
ko:K05907	md:M00987
ko:K05917	md:M00101
ko:K05917	md:M00102
ko:K05917	md:M00917
ko:K05928	md:M00112
ko:K05933	md:M00368
ko:K05953	md:M00953
ko:K06001	md:M00023
ko:K06041	md:M00063
ko:K06125	md:M00128
ko:K06127	md:M00128
ko:K06210	md:M00115
ko:K06210	md:M00912
ko:K06215	md:M00916
ko:K06443	md:M00097
ko:K07151	md:M00072
ko:K07432	md:M00055
ko:K07441	md:M00055
ko:K07512	md:M00085
ko:K07512	md:M00873
ko:K07512	md:M00874
ko:K07513	md:M00087
